headline,url,summary
Nancy Grace speaks out on crime crisis afflicting America: 'We are helpless',https://www.foxnews.com/video/6313597047112,Fox Nation host Nancy Grace discusses the shooting in front of New York gubernatorial candidate Lee Zeldin's home and Fox Nation's new docuseries on the 1977 Girl Scout murders.
Democrats don't want to be held accountable for rising crime: Gianno Caldwell,https://www.foxnews.com/video/6313520265112,"Fox News political analyst Gianno Caldwell and contributor Sean Duffy, alongside FOX Business financial correspondent Jackie DeAngelis, discuss key issues and races for the midterm 2022 elections on 'Fox & Friends Weekend.'"
MSNBC says Hunter Biden's business dealings overseas don't necessarily break the law,https://www.foxnews.com/video/6313415322112,"A MSNBC report on ""Morning Joe"" Friday said Hunter Biden taking money from foreign governments on its face wasn't against the law, even if it looked bad."
"Widow of David Dorn calls out Cori Bush, leftist prosecutors",https://www.foxnews.com/video/6313342505112,"Ann Dorn slams Rep. Cori Bush and other Democrats for continuing to support the 'defund police' movement. Her husband, former St. Louis Police Capt. David Dorn, was killed by rioters in the summer of 2020."
California family kidnapping: Merced sheriff asks for public's help Identifying suspect,https://www.foxnews.com/video/6313257600112,Merced County Sheriff Vernon Warnke on Monday pleaded with the public for help identifying the suspect tied to a California family's disappearance.
Global elites are pushing for a future where your digital money can 'expire': Layah Heilpern,https://www.foxnews.com/video/6313142530112,Cryptocurrency expert Layah Heilpern sounds the alarm on Federal Reserve chairman Jerome Powell calling for digital currency regulation on 'Unfiltered with Dan Bongino.'
Philadelphia councilman calls out rampant crime in the state,https://www.foxnews.com/video/6312948472112,Philadelphia City Councilman David Oh joined 'The Ingraham Angle' to discuss the state's soft-on-crime policies and lax enforcement of the law.
"Debbie Collier is seen entering the Family Dollar store in Clayton, Georgia on September 10, 2022",https://www.foxnews.com/video/6312881975112,"Family Dollar is the last place Collier was seen alive. The 59-year-old office manager found stripped naked and burned in the woods off a rural highway earlier this month just down the road from here on September 11, 2022."
George Gascon’s policies ‘endanger residents of Los Angeles’: Jonathan Hatami,https://www.foxnews.com/video/6312795808112,L.A. County Deputy District Attorney Jonathan Hatami criticizes George Gascon’s policies as the D.A.’s office considers early release of a teenager who rammed into a mother and her baby in a hit-and-run.
Former Colombian president discusses 'failed' war on drugs,https://www.foxnews.com/video/6312714856112,"Former Colombian President Ivan Duque sat down for an exclusive interview with Fox News Digital, discussing some of the policies his successor has chosen to pursue, such as the potential legalization of cocaine."
"Lee Zeldin: Gov Kathy Hochul 'panders to far-left, pro-criminal allies'",https://www.foxnews.com/video/6312625441112,New York gubernatorial candidate Lee Zeldin said Democratic Gov. Kathy Hochul isn't doing enough to bring down crime in the state on 'Hannity.'
"Las Vegas police officer shoots, kills suspect who shot at her after traffic stop",https://www.foxnews.com/video/6312522565112,The officer tumbled to the ground after being shot but managed to fire four rounds at the suspect.
Zeldin believes he'll win governor's race as more NY Democrats back his campaign,https://www.foxnews.com/video/6312358534112,New York Republican gubernatorial candidate Lee Zeldin on migrants being bussed into New York City and some Democrats abandoning Gov. Kathy Hochul.
Geraldo on Las Vegas reporter killing: The death penalty is on the table',https://www.foxnews.com/video/6312264773112,'The Five' co-host Geraldo Rivera discusses Robert Telles being arranged on a murder charge while still receiving pay
Florida man attacks mother in front of 3 children at grocery store,https://www.foxnews.com/video/6312095962112,"A Florida man was caught on camera attacking and robbing a woman in front of her three small children at a North Lauderdale grocery store on Tuesday, according to authorities."
"Bill Barr warns ESG investment driving national policy, 'circumventing the Democratic process'",https://www.foxnews.com/media/bill-barr-warns-esg-investment-driving-national-policy-circumventing-democratic-process,Former Attorney General Bill Barr is calling out ESG investment policies as a potential breach of fiduciary duty that prioritizes politics over finances.
Eliza Fletcher suspect has criminal history of previous kidnapping,https://www.foxnews.com/video/6311906276112,Former Boston police superintendent and chief Dan Linskey on the search for Memphis jogger Eliza Fletcher
Chicago alderman: Lori Lightfoot knew migrants were arriving a week ago,https://www.foxnews.com/video/6311739464112,"Chicago Alderman Raymond Lopez slams mayor for statements that Abbott sending migrants is racist, says police officers are feeling unsupported in the city"
Rep. Michael Waltz: How about Biden gets some courage?,https://www.foxnews.com/video/6311643477112,"Rep. Michael Waltz, R-Fla., calls out Biden's irony when he called Democrats pro-police"
Two Phoenix police officers were shot by a suspect,https://www.foxnews.com/video/6311532667112,Two Arizona police officers were shot by a suspect who also killed two civilians. Police are still investigating but say the two officers are expected to survive.
Virginia counselor charged twice for sex crimes allowed to work for nearly 2 years,https://www.foxnews.com/video/6311396677112,"Fox News’ Mike Emmanuel reports on a Fairfax County, Virginia twice-convicted sex offender who was allowed to work for nearly two years before being fired."
Napa County District Attorney speaks on experience litigating Paul Pelosi's DUI case,https://www.foxnews.com/video/6311305569112,Napa County District Attorney Allison Haley sits down with Fox News Digital on seeing incorrect news narratives and facts while working on Paul Pelosi's DUI charges case.
Lawrence Jones asks Dog the Bounty Hunter about murder suspect 'on the run',https://www.foxnews.com/video/6311198848112,Duane 'Dog the Bounty Hunter' Chapman joins Fox News host Lawrence Jones to weigh in on a Missouri woman accused of shooting her husband and skipping bail on 'Lawrence Jones Cross Country.'
Karl Rove reveals the man behind the rise in crime,https://www.foxnews.com/video/6311074461112,Fox News contributor Karl Rove explains political mega-donor George Soros's impact on crime waves across the country on 'Jesse Watters Primetime.'
"GRAPHIC: Chicago hit-and-run leaves 3 dead, another seriously hurt",https://www.foxnews.com/video/6310961064112,"GRAPHIC WARNING: Three people were killed and a fourth was seriously injured during a hit-and-run crash outside a historic Chicago gay bar, officials have said."
Truth behind Mar-a-Lago raid will be revealed by release of the affidavit: Former DOJ trial attorney,https://www.foxnews.com/video/6310843703112,Former Department of Justice trial attorney Richard Serafini provides insight into the controversial FBI raid of former President Trump’s Mar-a-Lago estate on ‘Fox News Live.’
Georgia police wipe out car trying to flee traffic stop,https://www.foxnews.com/video/6310740838112,A police chase in Georgia ended with the suspect's car getting wiped off the road after the deputy bumped the back of the car with his patrol car. (Credit: Forsyth County Sheriff's Office via TMX)
Los Angeles police find man stabbed to death on running trail,https://www.foxnews.com/video/6310703644112,"No suspect has been arrested in the Studio City stabbing, police said"
HASTY search team trucks arrive,https://www.foxnews.com/video/6310647671112,HASTY search team trucks gather to prepare upon arrival.
Oregon woman demands action from Portland after being shot in face,https://www.foxnews.com/video/6310598842112,Oregon gun violence victim Katie Guzenko is pushing the city council to act after nearly losing her life when she was caught in a crossfire.
Kayleigh McEnany goes off on 'Fancy Nancy's life of privilege',https://www.foxnews.com/video/6310484107112,‘Outnumbered’ co-host Kayleigh McEnany criticizes Speaker Pelosi and husband Paul Pelosi after new details emerge in Paul Pelosi’s DUI.
"WATCH: Inflation Reduction Act won't slow surging prices, Americans say",https://www.foxnews.com/video/6310415150112,"'In Pursuit with John Walsh' host Callahan Walsh shares his thoughts on the recent case where a 12-year-old girl was kidnapped, allegedly by an illegal immigrant with a criminal record, and escaped by chewing through her restraints."
American economy has been 'inflated to death': Victor Davis Hanson,https://www.foxnews.com/video/6310302538112,Hoover Institution senior fellow Victor Davis Hanson speaks on Senator Joe Manchin's support for the Inflation Reduction Act on 'The Ingraham Angle.'
White House denying recession is a ‘reach’: Kudlow,https://www.foxnews.com/video/6310179172112,"‘Kudlow’ host Larry Kudlow unpacks the U.S. economy after entering recession, breaks down the impact of congressional spending through the chips bill, Inflation Reduction Act."
Clay Travis: Lori Lightfoot is the worst mayor in America,https://www.foxnews.com/video/6310062360112,OutKick founder Clay Travis discusses the Chicago Bears' move to relocate over the city's crime.
Most investors have 'accepted' America is in a recession: Vivek Ramaswamy,https://www.foxnews.com/video/6310008938112,Strive Asset Management executive chairman Vivek Ramaswamy speaks on the current state of the economy under the Biden administration on 'Tucker Carlson Tonight.'
Dan Bongino: Dems only talk about news that fits their narrative,https://www.foxnews.com/video/6309927672112,"Host of ‘Unfiltered with Dan Bongino’ Dan Bongino criticizes the left, media’s response to the attack on Rep. Lee Zeldin."
Police officer on kids wanting to be cops: 'There's no way I want my kid out there',https://www.foxnews.com/video/6309871716112,Founder of 'Blue Lives Matter' Joe Imperatrice discusses difficulties the police face with fighting crime across the nation
US 'should be concerned' by Chinese influence in Latin America: military commander,https://www.foxnews.com/world/us-concerned-chinese-influence-latin-america-military-commander,"Gen. Laura Richardson argued that SOUTHCOM overlooks the ""20-yard line"" of US interests, with foreign adversaries already investing far more in the area, she told said at the Aspen Security Forum."
‘Crime is tolerated’ in liberal-run cities: Leo Terrell,https://www.foxnews.com/video/6309718647112,Fox News contributor Leo Terrell slams soft-on-crime policies in liberal cities as crime rates skyrocket.
"Former DC homicide detective says Uvalde, TX community members want accountability",https://www.foxnews.com/video/6309654944112,"Fox News contributor Ted Williams weighs in on the key takeaways from a recent press conference on the Uvalde, Texas, school shooting and the great deal of 'misinformation and false information' on the shooting on 'Fox Report.'"
"San Francisco's plan to surveil private security cameras is 'authoritarian,' says tech oversight advocate",https://www.foxnews.com/video/6309559813112,"Tucker Carlson addresses a New York Times article about Ray Epps, one of the men accused of planning the January 6 riot at the U.S. Capitol on 'Tucker Carlson Tonight.'"
Abortion doctor that leaked Ohio rape case faces HIPAA violation,https://www.foxnews.com/video/6309485716112,Fox News' Aishah Hasnie reports on an Ohio rape case that involved a 10-year-old girl seeking an abortion.
"Armed gunman on parole robs Los Angeles-area Boost Mobile store, police say",https://www.foxnews.com/video/6309395227112,Police stated that an armed gunman on parole robbed Los Angeles-area Boost Mobile store on Monday
Gianno Caldwell delivers eulogy for brother fatally shot in Chicago,https://www.foxnews.com/video/6309331575112,"Fox News contributor Gianno Caldwell delivers a eulogy for his younger brother, Christian, who was fatally shot in Chicago on June 24."
"US cannot value Saudi oil over 'blood of Fallon Smart, Jamal Khashoggi': Father",https://www.foxnews.com/video/6309280283112,"Seth Smart, father of Fallon Smart, urges President Biden to not make deals with Saudi Arabia."
Highland Park shooting: New questions and charges,https://www.foxnews.com/video/6309215012112,"Fox News correspondent Garrett Tenney reports from Waukegan, Ill. on the latest breaking details from the Independence Day parade mass shooting in Highland Park on 'Special Report.'"
Social media 'really needs' to cooperate with law enforcement: Safir,https://www.foxnews.com/video/6309172362112,Former NYPD commissioner Howard Safir suggests how social media companies can prevent mass shootings like the Highland Park shooting on 'Your World.'
Police reveal person of interest in July 4 parade mass shooting,https://www.foxnews.com/video/6309123408112,Law enforcement identify an 'armed and dangerous' person of interest in the Fourth of July parade mass shooting and provide guidance to the public.
Gianno Caldwell: I'm desperate for answers about my brother's murder,https://www.foxnews.com/video/6308821850112,Fox News political analyst Gianno Caldwell joins 'Your World' to speak out about the murder of his 18-year-old brother in Chicago and provide an update on the case.
Fentanyl crisis is 'most bipartisan issue you can find': Dana Perino,https://www.foxnews.com/video/6308657423112,'The Five' panel discusses America's fentanyl crisis and how the government and citizens alike can work to combat drug trafficking.
Rep. Mace: Democrats clearly have a branding problem,https://www.foxnews.com/video/6308452037112,South Carolina Rep. Nancy Mace argues Democrats are pushing for police funding in an attempt to appeal to voters ahead of the 2022 midterms.
Dems ‘opened up the doors’ for skyrocketing crime: Virginia GOP candidate,https://www.foxnews.com/video/6308316456112,"Congressional candidate Yesli Vega, R-Va., shares her primary victory in Virginia’s 7th district and highlights her plan for combatting liberal policies hurting Americans’ communities and quality of life."
Colbert crew arrested for unlawful entry to US Capitol,https://www.foxnews.com/video/6308210559112,Chad Pergram reports on the arrests of 'Late Night with Stephen Colbert' staffers filming on site.
Mizzou alleged frat victim's lawyer: 'This is a slam-dunk hazing case',https://www.foxnews.com/video/6308115013112,The family of 19-year-old brain injury victim Danny Santulli speaks out on the dangers of fraternity hazing and seek justice on 'The Story.'
Illinois police officer fatally shoots man charging at him with a hatchet,https://www.foxnews.com/video/6307749371112,Bodycam footage shows a Naperville police officer firing on a man who appears to suddenly charge him while he was conducting a traffic stop
Crime wave shifts to rural America,https://www.foxnews.com/video/6307634233112,Defense attorney and Fox News contributor Ted Williams weighs in on the nationwide rise in crime and breaks down the potential causes on ‘Fox News Live.’
Connecticut authorities rescue stranded boaters after FaceTime call,https://www.foxnews.com/video/6307523966112,The East Lyme Police Department says two stranded boaters found in the Long Island Sound were rescued following a FaceTime call.
San Francisco voters want 'justice back to our streets’,https://www.foxnews.com/video/6307447047112,The Wounded Blue founder Lt. Randy Sutton on how law enforcement has reacted to the recall of liberal San Francisco D.A.
Concern for judges' safety grows following 'targeted attack' in Wisconsin,https://www.foxnews.com/video/6307364330112,Constitutional law attorney Jonathan Turley discusses the growing calls for stronger judicial protections and provides analysis of the trial of Clinton campaign lawyer Michael Sussmann.
Bill Bennett on teen drug overdose deaths: Federal government needs to ‘act against’ cartels,https://www.foxnews.com/video/6307258500112,Former Education Secretary Bill Bennett joins ‘America’s Newsroom’ to provide insight into the teenage overdose death rate rising.
NYPD searching for several suspects who opened fire in Coney Island,https://www.foxnews.com/video/6307140433112,"At least five people brandished firearms and 36 rounds were fired in a broad daylight shooting on Sunday in Brooklyn, according to the NYPD."
DOJ investigating Texas school shooting as community members demand action from Biden,https://www.foxnews.com/video/6307004703112,Rep. Mariannette Miller-Meeks suggests possible solutions to prevent future mass shootings and shares her message for Memorial Day.
Gregg Jarrett on Michael Sussmann trial: This is the worst jury for a prosecutor,https://www.foxnews.com/video/6306950860112,Fox News legal analyst Gregg Jarrett and attorney for former President Trump Alina Habba deliberate the fate of Hillary Clinton's campaign lawyer.
Police need to be better trained on how to react in these situations: Dan Linskey,https://www.foxnews.com/video/6306897651112,Former Boston Police superintendent-in-chief Dan Linskey on how police responded to the Uvalde school shooting.
Lawmakers debate child safety in school classrooms after Texas school shooting,https://www.foxnews.com/video/6306866423112,"Fox News congressional correspondent Chad Pergram has the latest as lawmakers from both sides of the aisle are on edge after this week's school shooting in Uvalde, Texas."
Democrats see Uvalde shooting as a political asset: Miranda Devine,https://www.foxnews.com/video/6306841128112,Fox News contributor Miranda Devine argues Democrats are not interested in keeping children safe or prohibiting another mass shooting. She also discusses the trial of former Clinton campaign lawyer Michael Sussmann.
Watters calls for change following the tragedy in Texas,https://www.foxnews.com/video/6306820187112,"Fox News host Jesse Watters weighs in on the Uvalde, Texas, school shooting that left 19 children, 3 adults, including shooter dead on 'Jesse Watters Primetime.'"
Texas school shooter's grandmother will be key to investigation: DPS,https://www.foxnews.com/video/6306783445112,"Texas DPS officer Lt. Chris Olivarez on the investigation into the school shooting at Robb Elementary in Uvalde, Texas"
"Following school shooting, Officials have to ponder what can be done differently: Harold Ford Jr.",https://www.foxnews.com/video/6306753835112,"Ari Fleischer, Harold Ford Jr. and Mollie Hemingway react to the elementary school shooting in Texas on 'Special Report.'"
Sussmann defense calling Clinton aide Mook to testify was 'foolish': Jarrett,https://www.foxnews.com/video/6306563885112,Fox News legal analyst Gregg Jarrett breaks down Robby Mook's testimony in the Trump-Russia trial on 'Hannity.'
"Buffalo shooting suspect pleaded not guilty, faces life in prison without parole",https://www.foxnews.com/video/6306267280112,Fox News' Nate Foy and Bill Hemmer provide details about Buffalo shooting suspect Payton Gendron and two of the victims.
"Intimidation tactics should be ‘condemned’ by White House, DOJ: Sen. Johnson",https://www.foxnews.com/video/6306148389112,"Sen. Ron Johnson, R-Wis., details his letter to the Biden administration asking to condemn mobs and violent protests at private properties."
George Gascón recall effort surges past 400K signatures,https://www.foxnews.com/video/6305905335112,Recall Gascón campaign spokesman Tim Lineberger says the LA district attorney is the most despised local politician in California on 'Fox & Friends Weekend.'
Dave Chappelle’s alleged attacker makes first court appearance,https://www.foxnews.com/video/6305729859112,Suspect Isaiah Lee entered a not guilty plea on Friday
Streaming now on Fox Nation: Who is Johnny Depp?,https://www.foxnews.com/video/6305560530112,"Eccentricity and darkness are at the heart of Hollywood icon Johnny Depp's acting persona, but what about when the cameras aren't rolling?"
14-year old suspect arrested for the murder of Lily Peters,https://www.foxnews.com/video/6305325321112,Former federal prosecutor Francey Hakes on the murder case of 10-year old Lily Peters and why she believes this tragedy was preventable.
Chicago police recruit Marines to help solve policing problems,https://www.foxnews.com/video/6305048423001,Chicago Police Foundation Chairman Rick Simon shares the reasons behind Chicago police recruiting Marines to help solve the city's crime problem.
Suspect arrested in murder of Queens mom,https://www.foxnews.com/video/6304643452001,Fox News' Bryan Llenas provides details after NYPD officials confirmed David Bonola was arrested and charged with Orsolya Gaal's murder.
Wilkinsburg police arrest protester,https://www.foxnews.com/video/6304320185001,"Wilkinsburg police arrest a protestor during a rally for Jim Rogers, a homeless man tased to death by police officers."
Black Lives Matter helps nobody except themselves: Tyrus,https://www.foxnews.com/video/6304075514001,'The Five' reacts to NYC Mayor Eric Adams calling out BLM to address crime.
Tucker: Who is Frank James?,https://www.foxnews.com/video/6303866806001,Fox News host reacts to the Brooklyn subway shooting on 'Tucker Carlson Tonight.'
Former NYPD officer: Complacency is our enemy,https://www.foxnews.com/video/6303747642001,Ret. NYPD Officer Bill Stanton reacts to the Brooklyn train shooting on 'Jesse Watters Primetime.'
Sacramento sheriff blasts liberal 'soft-on-crime' policies: Doing nothing to stop criminals,https://www.foxnews.com/video/6303691921001,Sacramento County Sheriff Scott Jones says he's running for Congress to tackle progressive policies that he argues treat criminals like the victim.
Parkland trial: Prospective Nikolas Cruz sentencing juror says she can't be on jury because of 'sugar daddy',https://www.foxnews.com/video/6303132638001,Circuit Judge Elizabeth Scherer dismissed a potential juror for the sentencing of Parkland school shooter Nikolas Cruz after she claimed she didn’t have enough time to fulfill her civic duty because she’s both married and has “a sugar daddy.”
Police officers slam liberal policies that resulted in rise in crime,https://www.foxnews.com/video/6302540568001,"President of Chicage FOP John Catanzara, Jr. and retired NYPD Detective Angel Maysonet respond to the rise in violent crimes occurring in their cities and a new poll showing pro-police candidates are the most popular."
Miami Beach Hotelier Mitch Novick discusses impact of city's state of emergency declared over spring break,https://www.foxnews.com/video/6301974502001,Miami Hotelier Mitch Novick spoke with Fox News about how the order is impacting business owners like him
Gutfeld: Here's why progressives 'deny' crime,https://www.foxnews.com/video/6301127734001,'The Five' panelists weigh in on the soaring crime waves in San Francisco and across the nation.
Ingraham: High gas price-induced self-restrictions are 'Biden's new lockdown',https://www.foxnews.com/media/ingraham-angle-gas-crisis-biden-new-lockdown-covid-jimmy-carter,"In her ""Ingraham Angle"" commentary on Wednesday, host Laura Ingraham explained how, with the federal coronavirus emergency subsiding, President Biden and his administration need a new way to lock down the populace and keep them in their control."
Kyiv resident raced family to safety after Russian attack: 'Normal life is gone',https://www.foxnews.com/video/6299184393001,Former Ukraine First Deputy Minister of Economy Max Nefyadov describes the situation on the ground in the Ukraine capital on 'America Reports.'
Fare Evader Gets Caught,https://www.foxnews.com/video/6298536164001,Fare evader gets caught at Herald Square. Video credit: Steven Hirsch for Fox News Digital
Eric Shawn: A plea to politicians from a mother whose son was murdered by a 17-year-old,https://www.foxnews.com/video/6298173959001,Donna Nolan blames bail reform for letting killers out... and tells New York state leaders they need to stop helping criminals.
Girl missing since 2019 found alive under staircase,https://www.foxnews.com/video/6297813779001,Fox Nation host Nancy Grace sounds off on the abduction case.
"VA Lt. Gov. Sears on mask mandates, Biden's search for Supreme Court Justice",https://www.foxnews.com/video/6297297576001,"Winsome Sears weighs in on Biden's plan to pick a Black woman for the Supreme Court, noting that she hopes that the president will choose a judge who respects the Constitution, will uphold the law, judge fairly and not be partisan."
Chicago teachers slam Lightfoot after mayor blames remote learning for rise in carjacking crimes,https://www.foxnews.com/video/6296563891001,The Chicago Teachers Union responded after Chicago Mayor Lori Lightfoot said there was a correlation between remote learning and a rise in car thefts involving juveniles.
Study indicates fentanyl deaths doubled in 30 states amid border crisis,https://www.foxnews.com/video/6296056621001,Fox News medical contributor Dr. Marc Siegel joined 'Fox & Friends First' to discuss the number of fentanyl deaths spiking in over two dozen states amid the border crisis.
Another Biden nominee exposed as far-left radical,https://www.foxnews.com/video/6295342468001,Chuck Devore tells Laura Ingraham that Federal Vice Chair nominee Sarah Bloom Raskin is proposing to use the awesome power of regulatory rules of unelected bureaucrats to do things that Congress hasn’t even wanted to do.
"Police need to be ‘invested’ in, not defunded: Rep. Gottheimer",https://www.foxnews.com/video/6294972170001,"Rep. Josh Gottheimer, D-N.J., joins ‘America’s Newsroom’ to provide insight into Democrats pushing for a police funding bill."
"As homicides spike in U.S. cities, a New Orleans church remembers victims with a ""murder board""",https://www.foxnews.com/video/6294696141001,"Hundreds of more Americans are being killed in the streets of big cities. A ""murder board"" that stands outside a church in New Orleans tells the story of over a decade's worth or murders in South Louisiana."
Officer Jason River mourned at St. Patrick's Cathedral funeral,https://www.foxnews.com/video/6294230295001,Fox News correspondent Bryan Llenas has the details on 'America Reports.'
"California burglars smash storefront with car, steal cash and jewelry",https://www.foxnews.com/video/6294011783001,"Two masked men looted a jewelry business in Escondido, California, after ramming the storefront with what police say was a stolen vehicle."
NYC Mayor Adams announces new plan to combat crime,https://www.foxnews.com/video/6293522050001,Retired NYPD Detective Angel Maysonet urges Mayor Adams and DA Bragg to focus on holding criminals accountable.
"Eric Shawn: No cops, no jails... NYC council member has demanded",https://www.foxnews.com/video/6293110775001,"Former NYPD Commissioner Ray Kelly on council member Kristin Richardson Jordan, who represents Harlem district where deadly police ambush took place, who wants NYPD abolished"
Baby in critical condition after Bronx gun fight,https://www.foxnews.com/video/6292747377001,"An 11-month-old baby girl was shot in the face while sitting in a parked car in the Bronx, police said; Bryan Llenas reports on the latest."
Elected officials took a hands-off approach to public safety: LAPD officer,https://www.foxnews.com/video/6292441473001,Deon Joseph urges officials to stop making police the enemy and invest in crime control on ‘The Story.’
North Carolina police release bodycam video showing aftermath of Jason Walker shooting,https://www.foxnews.com/video/6292114752001,The Fayetteville Police Department released some body camera footage in the interest of transparency after the shooting of a Black man by an off-duty Cumberland County deputy.
"Graphic content warning: Woman brutally beaten, stabbed in caught-on-camera NYC attack",https://www.foxnews.com/video/6291790111001,"Police are looking for two men seen on video repeatedly punching, kicking and stabbing a young woman in the Bronx, NY."
Manhattan DA Bragg is ‘Trojan horse’ and enemy of public safety: Law enforcement veteran,https://www.foxnews.com/video/6291255688001,Wounded Blue Founder Lieutenant Randy Sutton reacts to Manhattan District Attorney Alvin Bragg defending his crime policies.
Supreme Court set to review Biden mandates,https://www.foxnews.com/video/6290378883001,Senior national correspondent Rich Edson highlights the vaccine mandate debate and what to expect as the Supreme Court gears up to hear oral arguments.
Progressive policing behind rising crime: Horace Cooper,https://www.foxnews.com/video/6289921466001,The Project 21 co-chair and Democratic strategist Kevin Walling discuss and diagnose record homicide rates in 2021 on 'Fox News @ Night.'
Two men indicted by Durham will go on trial in 2022,https://www.foxnews.com/video/6289305145001,Former Federal Prosecutor James Trusty details what to expect in 2022 as two men have been indicted as a result of the Durham probe into the roots of the Trump-Russia investigation
Pastor Corey Brooks hired former gangsters for violence prevention mission in Chicago,https://www.foxnews.com/video/6288940268001,"The pastor and host of 'Rooftop Revelations,' a 100-day vigil to raise funds for a community center, discusses how he works to save one life at a time in Chicago on 'Hannity.'"
Outcome reached in Kim Potter trial,https://www.foxnews.com/video/6288356541001,Criminal defense attorney Mark Eiglarsh explains that an 'outcome' doesn't necessarily mean jurors have reached a verdict and discusses the next steps if the jury is hung.
Mississippi town cancels Christmas parade as shooting rise,https://www.foxnews.com/video/6287977000001,"Crawford, Mississippi Mayor Willie Parson says she did not want any violent incidents like what happened in Waukesha, Wisconsin."
"Biden, White House don't address real issues on crime: former Detroit police chief",https://www.foxnews.com/video/6287388506001,James Craig lays the nationwide crime wave at the feet of certain key Democrats on ‘Your World.’
"Americans want change, strong leadership as crime soars: Former Detroit police chief",https://www.foxnews.com/video/6286990654001,GOP Michigan gubernatorial candidate James Craig joined 'The Faulkner Focus' to discuss brazen crime across the country as the number of murders breaks records in Chicago and Philadelphia.
"Manhattan Institute fellow slams Mayor de Blasio over misleading crime statistic, dismissing NYC violence spike",https://www.foxnews.com/video/6286611146001,Rafael Mangual reacts to the New York City mayor’s dismissal of crime in the Big Apple.
Concha: Liberal media wanted to believe Jussie Smollett,https://www.foxnews.com/video/6286158698001,Fox News contributor Joe Concha says liberal media pushed Smollett's original story because they 'wanted to believe it.' He also slams President Biden's 'scripted presidency' after he appeared to read a teleprompter cue out loud.
California GOP chair: 'People in this state want law and order',https://www.foxnews.com/video/6285949822001,California Republican Party chairwoman Jessica Millan Patterson on why the rise in crime is a direct result of Democratic leadership.
Jack Brewer slams Jussie Smollett for using race to divide: It's 'unbelievable' people are supporting him,https://www.foxnews.com/video/6285771244001,"The Brewer Group CEO, Jack Brewer, joined 'Fox & Friends First' to discuss the Jussie Smollett case."
Eric Shawn: A call for a Jewish civil rights movement,https://www.foxnews.com/video/6285337392001,The Lawfare Project executive director Brooke Goldstein on the shocking rise of anti-Semitic attacks in America
Michigan school shooting suspect's parents face involuntary manslaughter charges,https://www.foxnews.com/video/6285061593001,Prosecutor details allegations surrounding Ethan Crumbley's parents
San Francisco business owner on struggle to afford private security: 'It's just not feasible',https://www.foxnews.com/video/6284683743001,CrossFit Golden Gate Gym Owner Danielle Rabkin joined 'Fox & Friends' to discuss the crime wave and how it is impacting business owners in the city.
NYC man arrested 3 times in 36 hours as Democrats face backlash over bail reform,https://www.foxnews.com/video/6284353829001,The homeless man reportedly boasted to police about being released.
Ahmaud Arbery verdict 'a big victory for race relations': Brian Claypool,https://www.foxnews.com/video/6283679984001,The criminal defense attorney discussed the Ahmaud Arbery homicide trial guilty verdict with retired police lieutenant Randy Sutton on 'Fox News @ Night'
Democrat slams radical dems: 'These elected officials should be arrested for negligence',https://www.foxnews.com/video/6283540580001,"Former New York State Assemblyman Dov Hikind (D) on AOC and other members of the squad pushing for bail reform following the Waukesha tragedy, arguing that 'they are responsible for caring more about criminals than they care about citizens'"
Media top headlines November 23,https://www.foxnews.com/video/6283391092001,"In media news today, NBC suggests not having Thanksgiving this year, CBS' 'Face the Nation' corrects claim Rittenhouse crossed state lines while armed, and more"
Father of NYC shooting victim urges officials to crack down on crime,https://www.foxnews.com/video/6283282637001,Jason Williams speaks out on the family’s ‘pain and suffering’ in the year following Ethan Williams’ murder in New York City.
"Haitian gang releases 2 Christian missionaries held hostage, 15 still being held",https://www.foxnews.com/us/christian-missionary-group-announces-two-hostages-released-from-haiti,A Christian missionary group announced that two of its 17 missionaries have been released after being held hostage by a Hatian gang.
Leo Terrell blasts de Blasio over response to Rittenhouse verdict,https://www.foxnews.com/video/6282823039001,Civil rights attorney Leo Terrell offers analysis on 'The Story'
"What MSNBC did to Rittenhouse jurors is 'very wrong,' should be punished: Attorney",https://www.foxnews.com/video/6282639907001,Criminal defense attorney Mark Eiglarsh reacts to allegations a MSNBC freelancer followed a bus transporting the Kyle Rittenhouse jury.
California prosecutors push for drug dealers to face murder charges for overdose deaths,https://www.foxnews.com/video/6282432180001,"Fox News' Christina Coleman reports the latest on the effort from Los Angeles, California."
Team of incompetents,https://www.foxnews.com/video/6282180771001,The lightweights behind Biden are wreaking havoc on our lives
BLM leader threatens 'bloodshed' if undercover police return to NYC,https://www.foxnews.com/video/6281726414001,Fox News correspondent Bryan Llenas has the details from New York City on 'Special Report.'
EXCLUSIVE: Spokesperson for Kyle Rittenhouse talks to Laura Ingraham,https://www.foxnews.com/video/6281392445001,Rittenhouse Spokesperson: Media doesn’t want to know the facts because then they have to say the truth.
Texas 19-year-old with special needs dies after fatal prison attack,https://www.foxnews.com/video/6280322855001,"A 19-year-old inmate with special needs at the Harris County Jail has died after allegedly being brutally attacked by another inmate, according to his family's attorney."
Hate crimes on the rise in America’s houses of worship,https://www.foxnews.com/video/6279700588001,Theologian Russell Moore urges Americans to stand up to ‘hatred and violence’ against all religions on ‘Sunday Night in America.’
